case_id,Case Status,Unnamed: 2,Product Phase,Concept Year_year,Concept Year_year_raw,Concept Year_year_qualifier,Prototype Year_year,Prototype Year_year_raw,Prototype Year_year_qualifier,Commercial Year_year,Commercial Year_year_raw,Commercial Year_year_qualifier,Patent mentions biomim*?,Academia or Industry,Company or Institution Name,Innovator?,Product Name,Product Description,Aerospace or Transport?,Mimic,Mimic Description,Sustainability?,Kingdom,Group,Phylum,Mimic System,Mimic Subsystem,Mimic Suprasystem,BioM Intensity,Bioutilization?,Species Utilized,Is this product Biomimetic?,Is this an Ecosystem Service,Process Type,Source(s),"Do the official or commercial product descriptions or journal article by developer mention inspir*, Biom*, Bioni*, or mimi*?",Third Party,Product Biomimetic Description Word,Word Category,Country,Continent,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,display_name,biom_type_function,biom_type_form,biom_type_process,biom_type_interaction,biom_type_na,country_iso3,country_name_canonical
220,"Complete, no interview",,"Discontinued, was Commercially Available",,,,,,,,,,,Industry,"PolyMedix, Inc (bankrupt 2013, assets acquired by Cellceutix)",,PMX-30063,"Defensin mimetic antibiotic compound; synthetic, chemical, non-peptide mimic of host defense proteins which disrupt bacterial cell membranes.",False,Defensins,"Defensins are antimicrobial peptides found in humans, which disrupt bacterial cell membranes.",False,Animalia,Chordates,Chordata,Molecule,,Organelle,0.0,False,,True,False,,https://www.biospace.com/polymedix-inc-announces-positive-results-from-phase-2-clinical-trial-with-pmx-30063-first-in-class-defensin-mimetic-antibiotic,False,yes,,Firm doesn´t exist anymore but product still available under Brilacidin,,Europe,,,,,,,PMX-30063,True,False,False,False,False,,
221,"Complete, no interview",,In Development,,,,,,,,,,,Academia,"Franklin W. Olin College of Engineering 

Boston Engineering Corp.",,GhostSwimmer,Robotic fish with torpedo-shaped body,False,Bluefin tuna body,"The bluefin's torpedo-shaped body is nearly circular in cross-section, making it a powerful and fast swimmer.",False,Animalia,Chordates,Chordata,Organism,Organ System,Population,1.0,False,,True,False,,https://www.olin.edu/research/2009-10/Boston%20Engineering,False,yes,,,,North America,,,,,,,GhostSwimmer,False,True,False,False,False,,
222,"Complete, with interview",,Commercially Available,1989.0,1989,,1990.0,1990,,2001.0,2001,,,Academia,Free University of Brussells,,,Using artificial ants to detect the optimal traveling route,False,Ant communication,Ants leaving trails of pheromones for other ants to follow,False,Animalia,Invertebrates,Arthropoda,Organism,Organ System,Population,0.0,False,,True,False,,https://iridia.ulb.ac.be/dorigo/ACO/ACO.html,False,yes,,https://iridia.ulb.ac.be/ants/,,North America,,,,,,,,True,False,False,False,False,,
223,"Complete, no interview",,,,,,,,,,,,,Industry,"EuroBios UK

Unilever",,,"Agent-based modelling software that found the best locations for and movements between the storage tanks, mixers and packing lines in a large Unilever factory.",False,Ant communication,Ants leaving trails of pheromones for other ants to follow,False,Animalia,Invertebrates,Arthropoda,Organism,Organ System,Population,0.0,False,,True,False,,https://www.scientificamerican.com/article/swarm-smarts-2008-02/,False,no,,,,Europe,,,,,,,,True,False,False,False,False,,
224,"Complete, with interview",,Commercially Available,1995.0,1995/1996,,1996.0,1996,,,,,,Industry,"Hewlett-Packard 

University of West England ",True,,"Routing technique for telephone messages in which antlike agents deposit bits of information, or ""virtual pheromone"", at the network nodes to reinforce paths through uncongested areas (telecommunications), uses a algorithmic formulation.",False,Ant communication,Ants leaving trails of pheromones for other ants to follow.,False,Animalia,Invertebrates,Arthropoda,Organism,Organ System,Population,1.0,False,,True,False,,https://www.scientificamerican.com/article/swarm-smarts-2008-02/,False,no,,,,North America,,,,,,,,False,False,True,False,False,,
225,"Complete, no interview",,,,,,,,,,,,,Academia,"University College London

Interval Research in Palo Alto California",,,Method for exploring a large database and sorting information.,False,Ant sorting behaviour (e.g. of eggs),"Ants (such as Leptothorax unifasciatus) sort the colony's brood systematically.  Eggs and microlarvae are placed at the center of an area, the largest larvae at the periphery, and pupae and prepupae in between.",False,Animalia,Invertebrates,Arthropoda,Organism,Organ System,Population,1.0,False,,True,False,,https://www.ucl.ac.uk/engineering,False,yes,,"https://www.ucl.ac.uk/engineering/news/2025/dec/ucl-computer-science-co-leads-four-new-data-driven-grand-challenges-projects#:~:text=UCL%20Computer%20Science%20is%20playing,%E2%80%9326%20and%202026%E2%80%9327.",,Europe,,,,,,,,False,False,True,False,False,,
226,"Complete, no interview",,In Development,,,,,,,,,,,Academia,University of Waterloo,,,,False,gecko foot pad,,False,Animalia,Chordates,Chordata,Tissue,Cell,Organ,1.0,True,Geckos,True,False,,,,,,,,North America,,,,,,,,False,True,False,False,False,,
227,"Complete, no interview",,In Development,,,,,,,,,,True,Industry,Virginia Tech,,Robojelly,Product looks and moved like a jellyfish. To be used a 'data' collector in aquatic environments.,False,Aurelia jellyfish,The jellyfish propells itself through the water using a particular process of muscle contractions. This is mimicked in addition to the form of the body. ,False,Animalia,Invertebrates,Cnidaria,Organism,Organ System,Population,2.0,True,Aurelia aurita,True,False,,Villanueva et al. 2011,,no,,,,North America,,,,,,,Robojelly,False,True,True,False,False,,
228,"Complete, no interview",,"Discontinued, was Commercially Available",,,,,,,,,,,Industry,"CO2 Solutions (bankrupt 2019, assets acquired by Saipem 2020)",,,Incubator that contains an enzyme mimic that absorbs co2,False,Anhydrous carbonic enzyme,the anhydrous carbonic enzyme reacts with co2 to turn it in bicarbonate,True,,,,Molecule,,Organelle,1.0,False,,True,True,,https://www.co2solutions.com/en,True,yes,,"Firm got sold, now: CO2 Solutions™ by Saipem",,North America,,,,,,,,False,False,True,False,False,,
229,"Complete, no interview",,"Discontinued, was Commercially Available",,,,,,,,,,,Industry,Central Intelligence Agency (CIA),,Insectothopter,Robotic drone designed to carry out covert audio recording missions.,True,Dragonfly,Robotic looks very similar to a dragonfly.,False,Animalia,Invertebrates,Arthropoda,Organism,Organ System,Population,,False,,False,False,,https://gizmodo.com/5929810/the-cia-had-a-spying-insectopter-flying-40-years-ago,True,no,,,,North America,,,,,,,Insectothopter,False,False,False,False,True,,
230,"Complete, no interview",,In Development,,,,,,,,,,,Academia,"State Key Laboratory of Robotics and Systems and School of Chemical Engineering and Technology

Harbin Institute of Technology",,,Microrobot that can jump up and down while  on top of water surface.,False,Water strider's ability to leap while on top of water surface,,False,Animalia,Invertebrates,Arthropoda,Organ,Tissue,Organ System,0.0,False,,True,False,,https://pubs.acs.org,False,no,,,,North America,,,,,,,,True,False,False,False,False,,
231,"Complete, no interview",,In Development,,,,,,,,,,,Academia,University of Bath,,Jollbot,Robot designed for space exploration that has jumping and rolling capabilites.,True,Pause and Leap' jumping of a grasshopper,"Mimics how grasshoppers store muscle energy in spring-like elements and rapidly relase that energy to jump, the robot store the energy in electrical motors.",False,Animalia,Invertebrates,Arthropoda,Organ System,Organ,Organism,1.0,False,,True,False,,"Armour, R. et al., 2007. Jumping robots: a biomimetic solution to locomotion across rough terrain. Bioinspiration & Biomimetics, 2(3), pp.S65–S82.
http://www.bath.ac.uk/news/2008/12/4/jumping-robot.html",,no,,,,Asia,,,,,,,Jollbot,False,False,True,False,False,,
232,"Complete, with interview",,Concept,2011.0,2011,,2011.0,2011,,,,,,Industry,Thomas Row,True,,An insert that goes into a plastic water bottle to facilitate water collection through fog.,False,Namib desert beetle,Insert had bumpy surface with hydrophilic and hydrophobic surfaces in close proximity to each other similar to beetle and would allow for water droplets to be collected and run into the water bottle.,False,Animalia,Invertebrates,Arthropoda,Tissue,Cell,Organ,1.0,False,,True,False,,https://www.behance.net/gallery/Atmospheric-Water-Collector/3949381,False,no,,,,Europe,,,,,,,,False,True,False,False,False,,
233,"Complete, with interview",,In Development,2012.0,2012,,2013.0,Anticipated 2013,,,,,,Industry,Benjamin Helle,True,BOTL,Water bottle designed for cyclists that can sweat and cool itself down.,False,Human thermoregulation system,"When water condenses on the bottle it makes the canvas layer wet and when a bicylclist is riding wind hits this layer and the water evaporates, cooling down the bottle of water.",False,Animalia,Chordates,Chordata,Organ,Tissue,Organ System,0.0,False,,True,False,,"
http://www.yankodesign.com/2012/06/21/sweat-is-a-good-thing/
",True,no,,,,North America,,,,,,,BOTL,True,False,False,False,False,,
234,"Complete, no interview",,In Development,,,,,,,,,,,Industry,Konstantin Ivanov,,,Robotic ostrich.,False,Ostrich,Created a robotic version of an ostrich.,False,Animalia,Chordates,Chordata,Organism,Organ System,Population,,False,,False,False,,https://newatlas.com/russian-walking-ostrich-robot/26254/,True,no,,,,North America,,,,,,,,False,False,False,False,True,,
235,"Complete, with interview",,Commercially Available,2008.0,2008,,2009.0,2009,,2012.0,2012,,False,Academia,"University of Copenhagen, Department of Chemistry, INFUSER",,Atmospheric photochemical accelerator,Aircleaning system with the ability to remove Volitile Organic Compounds (VOC).,False,Atmosphere,"Mimics the self-cleaning mechanism of the atmosphere.

""Earth's atmosphere cleans itself when polluting gasses plus sunlight plus naturally occurring ozone cause the pollutants to clump together as particles, which can then be washed out in the next rain."" - not clear if this is what the product does function for now.",True,,,,Biosphere,Ecosystem,,,False,,False,True,,https://www.treehugger.com/biomimicry/biomimicry-solves-age-old-industrial-air-pollution-problem.html,True,yes,,,,,,,,,,,Atmospheric photochemical accelerator,False,False,False,False,True,,
236,"Complete, no interview",,In Development,,,,,,,,,,,Academia,"Stanford University
Massachusettes Institute of Technology
NASA",,Robotic hedgehogs,Autonomous machine to be used to collect data on super-low gravity moons and asteroids.,True,Hedgehog,Mimics the spiny coverings of a hedgehog so that the machine can naviagate rocky and rough terrain. - design choice. ,False,Animalia,Chordates,Chordata,Tissue,Cell,Organ,,False,,False,False,,https://www.treehugger.com/clean-technology/robotic-hedgehogs-explore-moons-and-asteroids.html,False,no,,,,Europe,,,,,,,Robotic hedgehogs,False,False,False,False,True,,
237,"Complete, no interview",,In Development,,,,,,,,,,True,Academia,"Harvard University, Medical School",False,Deployable barbed microneedle array,"Moulded synthetic polyurethane quills with applications for tissue adhesives, needles, trocars, and vascular tunnelers.",False,Porcupine quill,Mimicking the structure of the porcupine quill to achieve a product that uses minimal penetration force.,False,Animalia,Chordates,Chordata,Tissue,Cell,Organ,1.0,False,,True,False,,https://www.bbc.com/news/science-environment-20628302,False,no,,,,North America,,,,,,,Deployable barbed microneedle array,False,True,False,False,False,,
238,"Complete, no interview",,In Development,,,,,,,,,,,Academia,Nanyang Technological University,,,Underwater autonomous vehicle with a sensing device that gives users a 3-D image of nearby surroundings.,False,Lateral line of blind cave fish,The blind cav fish's lateral line allows the fish to sense it surroundings in murky water. This product uses water pressure and computer vision technology to achieve the same effect. ,False,Animalia,Chordates,Chordata,Organ,Tissue,Organ System,0.0,False,,True,False,,https://www.treehugger.com/clean-technology/blind-cave-fish-inspire-better-sensing-technology-underwater-robots.html,False,no,,,,North America,,,,,,,,True,False,False,False,False,,
239,"Complete, no interview",,In Development,,,,,,,,,,,Academia,"Tokyo Institute of Technology, Hirose Fukishima Lab",,ACM-R5,"Amphibious robotic snake, has applications in search and rescues or surveillance operations.",False,Snakes,"Created a robotic version of a snake, can move in the water and on land. ",False,Animalia,Chordates,Chordata,Organism,Organ System,Population,,False,,False,False,,https://robotsguide.com/robots/acm,False,no,,,,Asia,,,,,,,ACM-R5,False,False,False,False,True,,
240,"Complete, no interview",,In Development,,,,,,,,,,,Academia,Massachusetts Institute of Technology,,Milli-motein,Small robot that changes shape to become different tools.,False,Protein molecules,The robot is made up of millimeter-sized parts that resemble chains of a protein molecule. Uses data that any 3-D shape can be created by folded long strands of identical subunits. ,False,,,,Molecule,,Organelle,,False,,False,False,,https://news.mit.edu/2012/reconfigurable-robots-turn-into-anything-1130,True,yes,,"successor: ElectroVoxels, M-Blocke, Hermits",,Asia,,,,,,,Milli-motein,False,False,False,False,True,,
241,"Complete, no interview",,In Development,,,,,,,,,,,Academia,"University of California, Santa Barbara
SpetraFluidics",,,"Nanotech device for use in explosive detection, disease diagnosis, and narcotics detection.",False,Canine scent receptors in olfactory mucous layer. ,Mimics the pirciples of absorption and concentration of particles that make canine sense of smell so impressive.,False,Animalia,Chordates,Chordata,Organ,Tissue,Organ System,1.0,False,,True,False,,https://engineering.ucsb.edu/news/673,True,no,,,,North America,,,,,,,,False,False,True,False,False,,
242,"Complete, no interview",,In Development,,,,,,,,,,,Industry,"Techjet

Georgia Tech",,Dragonfly,"Micro-arial vehicle that flies, hovers and collects data with sensors. Can be used for any tasks requiring live and mobile video feed.",True,Bird and insects,Mimics birds ability to fly and insects (such as the dragonfly) ability to hover.,False,Animalia,,,Organ,Tissue,Organ System,0.0,False,,True,False,,https://www.techject.com/,False,no,,,,North America,,,,,,,Dragonfly,True,False,False,False,False,,
243,"Complete, no interview",,In Development,,,,,,,,,,,Academia,"Korea Advanced Institute of Science and Technology

Firefly Institute

 Korea Basic Science Institute

Korea Institute of Standards and Science",,,Anti-reflective LED lens that allows for 98 percent of light to pass through.,False,Firefly latern,Mimics the nanostructure of the firefly latern by copying the anti-reflective layer that prevents loss of light. ,False,Animalia,Invertebrates,Arthropoda,Organ,Tissue,Organ System,1.0,False,,True,False,,https://www.treehugger.com/clean-technology/fireflies-inspire-better-cheaper-leds.html,True,no,,,,North America,,,,,,,,False,True,False,False,False,,
244,"Complete, no interview",,In Development,,,,2013.0,Expected June 2013,expected,,,,,Academia,University of Pennsylvania,,,Material to coat solar panels to keep them clean and dry which will increase the output as well.,False,Butterfly wings,Mimics the structure of butterfly wings that give them reflective and water-resistant properties. ,False,Animalia,Invertebrates,Arthropoda,Tissue,Cell,Organ,1.0,False,,True,False,,https://www.treehugger.com/solar-technology/butterfly-wings-inspire-holographic-solar-panel-coatings.html,False,no,,,,Asia,,,,,,,,False,True,False,False,False,,
245,"Complete, no interview",,In Development,2009.0,2009,,,,,,,,,Academia,"Harvard University, School of Engineering and Applied Sciences",,Robobees,"Autonomous flying robotic bee. Has applications for pollinating crops, search and rescue, hazardous environment exploration, weather and climate mapping, and traffic monitoring.",True,"Researchers claim they are mimicking the bee body, brain and colony.",,False,Animalia,Invertebrates,Arthropoda,Organism,Organ System,Population,0.0,False,,True,True,,https://www.treehugger.com/clean-technology/harvards-robobee-takes-flight.html,False,yes,,https://wyss.harvard.edu/technology/robobees-autonomous-flying-microrobots/,,North America,,,,,,,Robobees,True,False,False,False,False,,
246,"Complete, no interview",,In Development,,,,,,,,,,,Industry,Shoal Consortium,,,Robotic fish that can be used for real-time monitoring of pollution in water sources.,False,Fish,Mimics the hydrodynamic features of a fish and has fins to allow for changing direction in the water.,False,Animalia,Chordates,Chordata,Organism,Organ System,Population,1.0,False,,True,False,,https://cordis.europa.eu/project/id/231646,True,no,,project funding ended in 2012,,North America,,,,,,,,False,True,False,False,False,,
247,"Complete, no interview",,Commercially Available,,,,,,,,,,,Industry,Japan Trend Shop,,Leaf Thermometer,"Paper temperature reader that is shaped like a leaf. It is green when the temperature is 20-25°C, if it gets hotter it will turn yellow, if it gets colder it will turn brown.",False,Autumn colour changing of leaves.,,False,Plantae,Plants,Anthophyta,Organ,Tissue,Organ System,,False,,False,False,,"http://www.japantrendshop.com/leaf-thermometer-paper-temperature-reader-p-1453.html
http://www.treehugger.com/lawn-garden/paper-leaf-changes-color-depending-temperature.html",True,yes,,,,Europe,,,,,,,Leaf Thermometer,False,False,False,False,True,,
248,"Complete, no interview",,In Development,,,,2007.0,2007 (Earlier model),,,,,,Industry,"École Polytechnique Fédérale de Lausanne,  Biorobotics Laboratory",,Salamandra robotica II,"Robotic salamander that is capable of walking, crawling and swimming.",False,Salamander method of muscle signalling.,Mimics the method of delivering signals from the brain to the spine to cause the salamander to walk crawl and swim. ,False,Animalia,Chordates,Chordata,Organ,Tissue,Organ System,1.0,False,,True,False,,https://www.japantrendshop.com/leaf-thermometer-paper-temperature-reader-p-1453.html,True,yes,,"Pleurobot, Krock-2",,Asia,,,,,,,Salamandra robotica II,False,False,True,False,False,,
249,"Complete, no interview",,In Development,,,,,,,,,,,Academia,"University of Sheffield

University of Sussex",,Green Brain,"A computer model of the honey bee brain, particulary the control of sense of smell and vision, that can be used to create a robotic bee, and advance artificial itelligence.",False,Honey bee brain,Recreating an accurate honey bee brain using computer modelling.,False,Animalia,Invertebrates,Arthropoda,Organ,Tissue,Organ System,,False,,False,False,,https://biorob.epfl.ch/cms/site/biorob/,False,yes,,"research continued in project ""Brains on Board""",,Europe,,,,,,,Green Brain,False,False,False,False,True,,
250,"Complete, no interview",,Concept,,,,,,,,,,,Academia,Queen Mary Univeristy of London,,,"Mathematical patterning of bee problem solving to be used for applications in making faster computer networks and microchips, DNA sequesing, or to help delivery companies.",False,Bumblebees' learning process,Using mathmetics models  to mimic the problem solving abilities of the Bumblebee to find the shortest route among landmarks. ,False,Animalia,Invertebrates,Arthropoda,Organ,Tissue,Organ System,1.0,False,,True,False,,https://www.treehugger.com/clean-technology/green-brain-robot-uses-honeybee-brain-navigation.html,False,no,,,,Europe,,,,,,,,False,False,True,False,False,,
251,"Complete, no interview",,Commercially Available,2000.0,2000,,,,,,,,,Industry,Siemens,,DinoTails,Wind turbine attachment.,False,Stegasaurus tail plates,Wind turbine attachment mimics the shape of the plates on a Stegasaurus' tail. ,True,Animalia,Chordates,Chordata,Organ,Tissue,Organ System,,False,,False,False,,https://www.treehugger.com/clean-technology/mathematical-patterning-neural-net-self-learning-robotic-hand.html,False,yes,,https://ask-nature.sfo3.digitaloceanspaces.com/wp-content/uploads/2020/11/31140644/Siemens-Gamesa_Dino-Tails_Brochure.pdf,,Europe,,,,,,,DinoTails,False,False,False,False,True,,
252,"Complete, no interview",,Commercially Available,,,,,,,,,,,Industry,Siemens,,DinoShells,Wind turbine attachment.,False,Dinosaur eggs,Wind turbine attachment mimics the shape of the curve of a dinosaur egg. ,True,Animalia,Chordates,Chordata,Organ,Tissue,Organ System,,False,,False,False,,https://www.treehugger.com/wind-technology/dinosaur-inspired-designs-increase-wind-turbine-power-output.html,False,no,,,,Europe,,,,,,,DinoShells,False,False,False,False,True,,
253,"Complete, no interview",,In Development,,,,,,,,,,,,"Boston Dynamics of Waltham, Mass",,,Cheetah-inspired robot,False,Fast running animals (such as cheetah),"The robot increases its stride and speed by flexing and un-flexing its back during each step, the same way a cheetah does.",False,Animalia,Chordates,Chordata,Organ,Tissue,Organ System,0.0,False,,True,False,,https://www.treehugger.com/gadgets/cheetah-inspired-robots-can-run-28-5-mph.html,True,no,,,,Europe,,,,,,,,True,False,False,False,False,,
254,"Complete, no interview",,Commercially Available,,,,,,,,,,,Industry,AeroVironment,,Mola robot,Autonomous underwater solar-powered robot to be used for scientific surveys and ocean monitoring.,False,Sunfish (Mola),"Inspired by the behaviour of the sunfish that regualry rises to the surface to bask in the sun. It is not known why the fish does this (either to digest food, or encourage birds to eat parasites off their skin). ",False,Animalia,Chordates,Chordata,Organism,Organ System,Population,,False,,False,False,,https://www.treehugger.com/clean-technology/underwater-solar-powered-robot-swims-and-dives-real-sunfish.html,False,no,,,,North America,,,,,,,Mola robot,False,False,False,False,True,,
255,"Complete, no interview",,In Development,,,,,,,,,,,Academia,University of Wisconsin Madison,,,Solar power system that can passively follow the sun.,False,Sunflower heliotropism,Uses liquid crystalline elastomer (LCE) and carbon nanotubes to mimic sunflower heliotropismThe nanotubes absorb the light and heat up which causes the LCE to shrink and the entire solar panel to move in the direction of the strongest sunlight.,True,Plantae,Plants,Anthophyta,Organ,Tissue,Organ System,0.0,False,,True,False,,https://www.news.wisc.edu/20967,True, no,,,,North America,,,,,,,,True,False,False,False,False,,
256,"Complete, no interview",,In Development,,,,,,,,,,,Academia,"Massachusettes Institute of Technology

Harvard University

Seoul National University",,Meshworm,Autonomous robot made out of flexible material that moves like an earthworm.,False,Earthworm movement via peristalsis,Mimics the earthworms muscles used in movement. The earthworm moves uses alternating contracting and stretching between muscles that run along the body legth and body width. Researchers mimicked these muscles in the robot using a nickle titanium alloy that reacts to heat and placing them running lengthwise and in a coil around the body. ,False,Animalia,Invertebrates,Annelida,Organ System,Organ,Organism,1.0,False,,True,False,,https://www.treehugger.com/gadgets/darpa-funds-robotic-earthworm.html,False,yes,,"https://seas.harvard.edu/news/what-tangled-robot-we-weave#:~:text=Werfel%20is%20hooked%20on%20creating,and%20coordination?%E2%80%9D%20Werfel%20said.",,North America,,,,,,,Meshworm,False,False,True,False,False,,
257,"Complete, no interview",,Concept,2012.0,2012,,,,,,,,,Academia,Architectural Association School of Architecture,,The 6th Layer: Explorative Canopy Trail,Human-sized spider web. Designed as a framework for rainforest exploration and harvesting medicinal plants. Product would protect the environment and indigenous populations while allowing scientific research.,False,Structural principles of spider webs,Claims on news sites that it uses structural principles of spider webs.,True,Animalia,Invertebrates,Arthropoda,Tissue,Cell,Organ,,False,,False,False,,https://www.treehugger.com/green-architecture/6th-layer-spider-web-building.html,False,no,,,,North America,,,,,,,The 6th Layer: Explorative Canopy Trail,False,False,False,False,True,,
258,"Complete, no interview",,Commercially Available,,,,,,,,,,,Industry,Continental Reifen Deutschland GmbH,,ContiSportContact 2,Product is a tire that increases in surface area during braking,True,Cat's paws,The paws of cats increase in surface area in order to increase the efficiency of braking,False,Animalia,Chordates,Chordata,Organ,Tissue,Organ System,1.0,False,,True,False,,https://www.continental-reifen.de/products/car/tires,False,yes,,https://www.continental-reifen.de/products/car/tires/sportcontact-7/,,Europe,,,,,,,ContiSportContact 2,False,False,True,False,False,,
259,"Complete, no interview",,Commercially Available,,,,,,,,,,,Industry,VOSS Chemie GmbH,,Haifischhuat,In German,,Shark skin,In German,False,Animalia,Chordates,Chordata,Tissue,Cell,Organ,1.0,False,,True,False,,https://www.haifischhaut.de/vosschemie.html,True,yes,,,,Europe,,,,,,,Haifischhuat,False,True,False,False,False,,
260,"Complete, no interview",,"Discontinued, was Commercially Available",,,,,,,,,,,Industry,Speedo,,Fastskin line: LZR Racer,swimsuit with 'shark skin',False,Shark skin,Mimics sandpaper quality of the shark's skin in order to decrease drag. Failed product. ,False,Animalia,Chordates,Chordata,Tissue,Cell,Organ,1.0,False,,True,False,,https://www.speedo.com/aqualab/lzr-racer,True,yes,,,,Europe,,,,,,,Fastskin line: LZR Racer,False,True,False,False,False,,
261,"Complete, no interview",,Commercially Available,,,,,,,,,,,Industry,Evologics,,Bionic Loop Propeller,A propeller with reduced drag and noise,True,wing tips of birds,the wing tips of birds are shaped to minimise turbulent drag,True,Animalia,Chordates,Chordata,Organ,Tissue,Organism,1.0,False,,True,False,,https://www.evologics.de/en/products,False,yes,,https://www.evologics.com/,,,,,,,,,Bionic Loop Propeller,False,True,False,False,False,,
262,"Complete, no interview",,Commercially Available,,,,,,,,,,,Industry,Evologics,,Bionic Robots,Robot appears like the torso of a human,False,human,"Human torso and, more specifically, arm function",False,Animalia,Chordates,Chordata,Organ,Tissue,Organ System,0.0,False,,True,False,,https://www.evologics.de/en/products,False,yes,,https://www.evologics.com/,,Europe,,,,,,,Bionic Robots,True,False,False,False,False,,
263,"Complete, no interview",,Commercially Available,,,,,,,,,,False,Industry,AMSilk,,Biosteel Spidersilk Fibers,Steel fiber,False,Spider silk,Steel fibre mimics aspects of spider silk,False,Animalia,Invertebrates,Arthropoda,Tissue,Cell,Organ,1.0,False,,True,False,,https://www.amsilk.com/about-us/,False,yes,,https://www.amsilk.com/about-us/,,Europe,,,,,,,Biosteel Spidersilk Fibers,False,True,False,False,False,,
264,"Complete, no interview",,Commercially Available,,,,,,,,,,,Industry,woelbstruktur,,Vault structured materials,A material with honey comb-like pattern,False,"The way that nature solves problems, by changing the material and reducing the energy",evolution…?,False,,,,,,,,False,,False,False,,https://www.woelbstruktur.de/bionik.html,True,yes,,,,Europe,,,,,,,Vault structured materials,False,False,False,False,True,,
265,"Complete, no interview",,Commercially Available,,,,,,,,,,,Industry,AWI imare,,ELiSE (Evolutionary Light Structure Engineering),Lightweight construction material.,False,Diatom shells,"The shells of diatoms are structurally very solid, but also very light weight",False,Protista,Other,,Organ,Tissue,Organ System,1.0,False,,True,False,,https://epic.awi.de/38281/,False,no,,,,Europe,,,,,,,ELiSE (Evolutionary Light Structure Engineering),False,True,False,False,False,,
266,"Complete, no interview",,Commercially Available,1941.0,1941,,1948.0,1948,,1958.0,late 1950s,,False,Industry,Velcro,,Velcro,Product sticks two surfaces together.,False,Burrs,Burrs,False,Plantae,Plants,Anthophyta,Tissue,Cell,Organ,1.0,False,,True,False,,https://www.velcro.com,True,yes,,,,Europe,,,,,,,Velcro,False,True,False,False,False,,
267,"Complete, with interview",,In Development,2008.0,2008,,2008.0,2008,,,,,,Industry,Micher Traxler Studio,True,Idea of a Tree Recorder,machine that winds coloured string around a central axis. Colour and thickness of the string is dependent upon the intensity of sunlight. Machine is solar powered.,False,A tree,a tree that records climatic changes (note: not daily fluctuations in sunlight) - I think this might only record fluctuations in sunlight…,False,Plantae,Plants,,Organism,Organ System,Population,,False,,False,False,,https://www.designboom.com/design/,False,no,,,,North America,,,,,,,Idea of a Tree Recorder,False,False,False,False,True,,
268,"Complete, no interview",,In Development,,,,,,,,,,,Industry,Green Wavelength,,,Wind turbines that mimic hovering flight.,False,hovering flight mechanics of birds and insects,,True,Animalia,,,Organ System,Organ,Organism,2.0,False,,True,False,,https://www.greenwavelength.com/products/,False,no,,,,Europe,,,,,,,,False,True,True,False,False,,
269,"Complete, no interview",,Commercially Available,2009.0,2009,,2012.0,2012,,,,,,Academia,The Sahara Forest Project,,The Sahara Forest Project,Greening the deserts by using a saltwater process cascade.,False,Ecosystem service,,True,,,,Biosphere,Ecosystem,,0.0,True,a variety of species including plants…. ,True,False,,http://saharaforestproject.com/concept.html,False,yes,,https://www.saharaforestproject.com/project-development/,,North America,,,,,,,The Sahara Forest Project,True,False,False,False,False,,
270,"Complete, no interview",,Commercially Available,,,,,,,,,,,Academia,"Office of Naval Research, Smart Microsystems Lab",,Grace (Gliding robot ace),Robotic fish to monitor water quality and characteristics.,False,Fish,"the robotic fish mimics the fins of fish in that they are flexible, and maneuver in the same way. Also has an artificial lateral line. Able to swim and glide through the water. ",False,Animalia,Chordates,Chordata,Organ System,Organ,Organism,2.0,False,,True,False,,https://www.saharaforestproject.com/concept.html,True,no,,,,Europe,,,,,,,Grace (Gliding robot ace),False,True,True,False,False,,
271,"Complete, no interview",,In Development,,,,,,,,,,,Academia,"Massachusettes Institute of Technology, The Hosoi Group",,RoboClam,Anchor.,True,Razor clam way of digging itself into the sediment by liquifying the sediment around it to reduce resistance,The RoboClam will create the same conditions around itself to dig itself into the substrate and form a more solid anchor,False,Animalia,Invertebrates,Mollusca,Organism,Organ System,Population,1.0,False,,True,False,,https://www.egr.msu.edu/~xbtan/,False,no,,,,North America,,,,,,,RoboClam,False,False,True,False,False,,
272,"Complete, no interview",,Commercially Available,,,,,,,,,,,Industry,Tecnan,,Tecnadis PRS EFFECT,Water repellant façade for covering historical buildings and monuments or to be used as a building material.,False,Lotus leaf effect,Nanoparticles allow humidity to escape from porous materials yet stop water absorption. Surface causes the water to slide over it and drops wash dirt particles away without penetrating.,False,Plantae,Plants,Anthophyta,Tissue,Organ,Organism,0.0,False,,True,False,,https://tecnan-nanomat.es/en/product/tecnadis-p,False,yes,,https://tecnan-nanomat.es/en/product/tecnadis-prs-performance/,,North America,,,,,,,Tecnadis PRS EFFECT,True,False,False,False,False,,
